Trigram,polish,czech
kal,239,496
 ub,249,78
"ku,94,12
éku,1,15
wai,2,2
byť,1,2
kzv,1,3
lan,668,98
cen,570,253
rón,1,7
ž v,1,117
bhl,1,2
pts,1,2
pa ,98,11
oeo,1,3
ced,9,5
rpi,93,1
887,2,1
yzu,17,5
dmé,1,7
ckr,2,11
ipn,3,5
ění,1,181
zas,2336,373
odž,1,2
ro ,740,726
ć n,1084,1
tím,1,583
zdr,513,185
t n,1521,832
kic,415,1
asó,27,1
olk,42,58
klę,18,1
k"m,2,1
iać,441,1
wyt,182,1
í u,1,109
rvá,1,48
pů ,1,2
ężs,14,1
cnn,4,2
mży,2,1
- “,1,2
lmw,2,1
+48,4,1
šiř,1,5
liń,2,1
lfa,73,6
jzn,2,2
 zi,658,100
 － ,2,1
dio,207,48
ló ,2,1
žku,1,56
15:,3,1
u z,609,477
 [g,1,2
edě,1,272
jeř,1,2
igá,1,2
ra”,2,1
ién,4,1
yji,1,7
kee,2,1
8 p,6,1
ysn,11,2
éty,1,3
ycy,111,1
á n,1,311
šeň,1,3
wir,36,1
j"p,2,1
yt ,507,16
ex ,7,3
r r,18,4
raw,3176,1
jaz,182,240
leń,43,1
987,3,1
pył,6,1
dud,3,1
ěji,1,243
bah,1,3
ecn,163,12
óně,1,7
isí,1,41
iyu,3,1
idí,1,481
ári,1,9
 no,1627,779
ówn,397,1
źci,58,1
"oż,5,1
ají,1,1043
táp,1,11
auz,3,8
ero,466,294
ězt,1,7
ubé,1,3
nhk,2,1
lt+,2,1
ulo,60,75
áru,1,22
 z ,1,2
dsł,8,1
emů,1,393
usj,42,2
tąż,4,1
zae,2,2
 i ,3199,188
lči,1,9
faš,1,2
zit,1,53
mmó,2,1
14 ,9,1
dmí,1,134
lut,65,30
no:,3,1
lsk,683,95
iba,7,4
ük ,1,2
w x,7,1
oug,2,1
óló,2,1
oec,6,1
% p,3,2
dię,7,1
eya,3,1
oin,54,5
ďan,1,26
ogl,415,4
étl,1,3
rži,1,6
t b,769,165
t ż,70,1
ořt,1,4
ozf,1,2
m/z,3,1
ilů,1,5
żeś,4,1
ся ,1,2
 sé,1,3
żad,267,1
sic,33,15
udř,1,7
"wk,18,1
 ni,16544,1175
p ż,2,1
kwe,66,1
ór ,71,1
ą t,3,1
lką,110,1
rý ,1,357
álo,2,181
: l,2,2
 ži,1,564
myw,88,1
ról,135,1
wos,10,1
ybl,5,3
évá,1,7
vym,1,48
nop,13,2
uba,29,27
nuť,1,4
ůdě,1,6
 ča,1,659
opc,167,16
¨"t,1,2
toz,2,3
k -,6,3
ab ,10,1
ý t,1,144
zí;,1,2
obę,46,1
wer,319,3
"ph,4,1
ctr,3,1
le",2,3
k k,136,92
ck',6,1
 lh,1,111
žív,1,108
tř ,1,16
jął,126,1
946,2,2
ruš,1,159
aun,7,5
evz,1,81
iha,2,117
ky",1,2
bęb,6,1
gód,8,1
w” ,2,1
erś,20,1
po ,2191,318
ż 2,8,1
iek,1682,1
[de,2,1
ków,563,1
ógł,712,1
eńc,29,1
un ,21,7
rcá,1,3
ezt,8,31
vci,1,14
dór,2,1
ynk,201,1
żrą,2,1
vrc,1,28
pią,214,1
tád,1,3
átl,1,3
ít ,1,863
ade,337,103
guę,2,1
riż,2,1
żb ,2,1
ąbk,22,1
ůjd,1,149
 ač,1,5
ždý,1,232
cek,5,6
ól ,164,4
eca,151,2
 kr,2,1
zul,125,8
''p,2,1
adp,5,4
báš,1,5
pěm,1,2
ozl,20,29
nne,329,5
ikł,14,1
slý,1,30
weź,111,1
'om,2,1
uín,1,2
aji,4,70
jsł,10,1
v š,1,41
ółp,34,1
ągó,2,1
í w,1,5
ědí,1,38
srá,1,5
y: ,13,4
 r$,2,1
łni,477,1
sai,10,2
łąź,7,1
píš,1,195
"di,6,4
hwa,82,1
usí,1,985
źmą,2,1
ěřo,1,23
áha,1,80
eku,257,47
vyš,2,87
rn-,2,1
s „,1,2
ż z,254,1
dy),2,1
yo”,2,1
ěňm,1,2
zmý,1,8
z e,39,9
dec,346,57
y'e,17,1
nix,6,1
b i,11,2
 gl,33,2
) 2,2,1
kze,2,2
n ž,1,8
atě,1,16
mfo,12,2
aď ,1,12
ýžo,1,2
oyu,3,1
ulu,200,10
ng ,38,10
łłó,2,1
"št,1,3
yvr,1,5
: ś,2,1
glo,30,12
svě,1,458
-w ,2,1
ęż ,3,1
3:0,3,1
ysp,88,15
osí,1,430
 % ,1,3
těd,1,7
n p,769,237
mej,128,14
tan,1733,352
fer,135,24
bja,25,10
pe ,4,48
zyt,948,1
ync,15,1
tvo,1,311
0€ ,2,1
ołs,2,1
aj”,2,1
agi,163,10
ło”,3,1
óre,579,3
"oł,2,1
ůvě,1,47
é e,1,12
růh,1,3
ł -,3,1
ża",2,1
nęt,35,1
ybc,97,1
 łe,31,1
015,2,1
onl,5,2
eoc,24,9
ěze,1,66
e” ,8,1
evn,1,51
ląk,2,1
ížn,1,26
joj,2,1
ovi,3,1047
gał,124,1
” l,3,1
ebě,1,23
ios,799,1
př ,1,2
pch,53,1
/ s,2,1
řbu,1,7
sę ,54,1
aż-,2,1
psá,1,62
bał,143,1
”"c,4,1
z ž,1,2
995,3,1
ěť ,1,7
noż,127,1
ca ,602,2
iłl,2,1
ełz,8,1
"vý,1,8
gin,166,8
rmo,102,45
rdy,32,5
ť r,1,4
2 d,3,1
dců,1,4
z 4,3,1
ydw,5,1
ść”,2,1
ey ,12,4
e -,29,6
uad,2,1
99%,2,1
gęs,30,1
nap,1276,415
bky,1,8
 ch,4403,1859
eet,12,9
zu ,160,23
ag“,1,2
ozł,37,1
aké,1,400
-an,3,1
„ko,2,4
lfr,2,1
nta,301,77
ąze,33,1
 8 ,11,1
wpł,62,1
olw,331,1
 ev,13,42
šac,1,28
ě f,1,16
ěj ,1,115
ływ,360,1
wzn,26,1
żic,2,1
ě n,1,889
gál,1,7
łza,16,1
íšt,1,110
""ú,1,3
hač,1,2
 (b,4,1
iop,12,2
d 5,8,1
a; ,5,4
luz,33,13
íné,1,2
wya,2,2
nká,1,11
jih,1,8
zhr,1,11
sbi,4,4
ić ,7,1
hiu,5,2
zln,2,1
"ří,1,73
čkn,1,3
azk,17,4
3 n,2,1
y ú,1,7
ch;,4,1
m r,793,472
yłk,38,1
"o ,58,28
"ża,63,1
k 1,4,3
wli,10,1
ext,2,35
ywd,29,1
 ay,3,1
/wy,3,1
j ž,1,44
éla,1,3
"no,80,22
now,1710,1
itę,4,1
íro,1,27
bne,132,4
-na,2,1
yz ,3,2
ndá,1,5
čas,1,857
- v,1,4
haz,12,15
omu,1165,430
oły,353,1
aję,500,1
uds,3,1
ejd,109,159
62-,2,1
to ,10150,6729
ž k,1,37
čín,1,139
dií,1,3
3 0,2,1
růb,1,8
rcó,4,1
nom,63,99
jeł,2,1
čaj,1,83
ex-,1,3
mři,1,2
jas,147,58
glb,2,1
lyš,1,266
 úl,1,8
h s,336,361
saz,1,18
1 z,3,1
lpy,3,1
eňo,1,3
₤"",2,1
avc,1,12
lét,1,85
ngz,4,1
ošv,1,3
ał:,20,1
" r,2,1
„sk,2,1
ól",2,1
jám,1,8
lo ,17,1321
(f),3,1
dee,8,1
sť ,2,13
žou,1,31
tół,62,1
inr,2,1
// ,4,1
węg,47,1
zaf,20,2
žeš,1,293
ápu,1,49
""ś,11,1
- b,14,3
žár,1,56
 lp,1,2
nům,1,8
ěťá,1,3
anb,1,2
ně-,1,2
oti,2,155
dso,4,8
nád,1,79
uth,3,2
ucu,1,4
 úk,1,66
ett,34,8
záp,1,53
be),1,2
mýž,1,3
pré,1,3
bná,1,11
:50,3,1
boś,10,1
rib,2,4
osb,1,6
t i,141,22
ávi,1,236
arů,1,47
ajl,233,2
: p,8,4
68 ,3,1
 lą,20,1
ála,1,90
eúp,1,3
l (,1,2
żag,5,1
0:3,3,2
zzo,2,3
a"j,2,1
uu ,3,1
utc,3,1
vů ,1,3
bik,9,7
reh,2,1
n l,159,22
at',1,3
pěl,1,110
ał ,5085,1
ssů,1,2
""a,49,57
bad,102,1
- a,4,6
ępl,2,1
sil,181,345
řic,1,106
ż t,397,1
ąd ,386,1
sny,168,13
mia,2235,1
zdk,15,1
wo",3,1
yrá,1,18
u 2,14,5
rip,2,1
iąż,1226,1
yzb,2,1
ijt,1,8
ará,1,152
ů m,1,13
 ún,1,9
łaz,67,1
‎mu,1,2
wyk,628,1
ámk,1,39
šes,1,85
a u,635,229
iaz,119,1
qui,3,2
 ků,1,25
ęśc,280,1
128,3,1
d t,350,257
m y,8,1
ušk,1,88
18:,4,1
tła,33,1
iti,9,82
omá,2,192
žil,1,329
aże,211,1
"wó,2,1
ney,15,6
ač ,1,28
věj,1,42
ýkr,1,2
u-l,1,2
bł ,2,1
i p,2522,1420
veď,1,11
e-z,2,1
ao ,4,3
zey,2,1
„i ,3,2
itů,1,2
íte,1,608
m v,3,1337
úzc,1,2
eżc,3,1
kuw,3,1
-il,2,1
ruc,125,78
ełd,5,1
 gi,122,2
heg,4,1
urz,342,6
hře,1,32
"uf,5,1
ćco,2,1
nżo,3,1
ęcy,65,1
wmy,26,1
čež,1,2
ěvy,1,7
j –,2,1
"ee,2,1
fax,1,2
h ł,7,1
o €,2,1
s'o,2,1
ěno,1,28
kša,1,2
2 l,10,2
mrv,1,2
nss,2,1
cił,856,1
šin,1,69
dró,293,1
ric,16,67
ź s,94,1
żaw,2,1
ept,65,194
ysó,3,1
29 ,1,2
mb ,9,1
čir,1,2
ene,718,144
uow,50,1
wgr,5,1
ołk,12,1
bev,1,27
ámu,1,24
ípa,1,34
noz,38,18
idy,24,4
mn ,5,1
dżk,5,1
nth,2,1
pab,2,1
v a,1,136
ušš,1,11
áci,1,333
 o ,2,1
rať,1,29
trý,1,68
atí,1,146
elh,1,20
vio,1,4
diš,1,6
biu,201,1
rzę,410,1
ion,1008,22
eja,81,4
hę ,416,1
áhř,1,2
"lá,1,9
h c,140,34
nuř,1,2
 3:,1,2
lbi,179,1
)ch,2,1
 go,2466,13
ytw,19,1
gün,2,1
lká,1,56
 źr,31,1
ēs ,1,2
dmě,1,20
erč,1,6
oxy,2,1
pąs,2,1
'un,2,1
mér,1,2
nož,1,40
eti,8,104
azo,48,22
e/a,20,1
néc,2,1
zňu,1,5
r l,8,12
haj,159,42
nev,1,1388
váš,1,155
/ l,2,1
eře,1,336
b j,39,17
civ,1,7
 mi,2,1
aof,16,1
ęw ,3,1
rds,4,4
ayo,2,2
ww ,2,1
olb,17,25
riq,1,2
¨pr,1,2
akt,470,123
rve,1,100
yo ,4,2
8 a,2,1
 tý,1,250
teq,1,2
třk,1,10
go”,3,1
íha,1,19
: r,2,1
voř,1,79
¨to,1,3
ełą,5,1
:)p,2,1
"na,600,317
uň ,1,2
""h,17,15
ie·,2,1
- 3,2,1
oak,6,1
vov,1,82
żbi,15,1
lca,22,1
m-i,2,1
tí“,1,2
„zo,2,1
ogí,1,2
omý,1,16
yjó,3,1
ton,663,231
e'i,2,1
ws",2,1
 uč,1,427
pír,1,66
”mo,2,1
dit,2,315
ony,1693,56
h x,2,1
bří,1,19
sao,7,1
"bý,1,33
"ro,175,73
oor,2,2
 28,10,1
ázy,1,3
ůz ,1,2
éze,1,2
eam,2,1
m” ,5,1
řký,1,4
vná,1,43
ult,67,14
čec,1,6
óne,1,4
í 2,1,3
łok,30,1
twr,1,2
 2-,4,1
isu,30,20
síť,1,2
tud,383,255
s h,9,37
c ż,12,1
rę:,2,1
 35,6,2
c h,4,25
óba,9,1
an-,4,1
461,1,2
ugl,3,1
983,2,1
nse,53,1
ozá,1,3
lug,2,1
se",3,1
lżb,6,1
iał,6608,1
rnd,2,1
řej,1,145
n ś,50,1
mba,36,10
okó,297,1
ošl,1,53
amy,1035,24
l t,61,875
dví,1,13
i ś,129,1
ply,1,63
šťu,1,6
aćw,2,1
e; ,9,4
hmm,2,1
uró,16,1
čáp,1,3
ěvč,1,32
šik,1,5
śl ,45,1
dhe,1,18
tną,64,1
éže,1,2
tět,1,34
z l,160,36
nív,1,10
wwi,2,1
sał,261,1
dąc,45,1
ass,20,7
vúb,1,2
992,4,1
čke,1,56
otd,2,1
łrz,3,1
eda,314,165
fur,8,4
kie,5634,8
wsy,6,1
iśl,6,1
ódy,1,4
ase,227,165
re',3,1
 nę,12,1
óżb,2,1
upt,2,4
l+a,2,1
bjí,1,4
hču,1,2
n)z,2,1
ůči,1,10
"śr,2,1
kyj,1,3
g k,9,2
eep,2,1
véd,1,10
""ł,7,1
rzb,7,1
(ju,2,1
ořč,1,4
dho,1,13
way,4,1
odp,800,483
h; ,4,1
0-1,3,1
pám,1,2
niv,2,40
łęk,11,1
nya,2,1
ndě,1,89
sah,4,49
źmy,138,1
(je,3,1
žác,1,8
wci,252,1
oka,607,98
čuj,1,53
pni,142,27
čep,1,13
uvl,1,3
nia,4176,3
zai,150,2
víj,1,11
"bl,2,4
-ob,2,1
utw,18,1
i"",12,8
syc,67,10
dwr,33,1
lsy,4,1
rmí,1,12
mkl,1,19
ygř,1,4
„he,1,2
'em,19,1
 vt,1,47
iin,1,2
u: ,4,5
ě o,1,167
cję,517,1
ji”,2,1
ték,1,17
liv,3,335
ię ,12488,1
” -,22,2
uyi,3,1
mór,56,1
byd,13,173
ęts,2,1
zří,1,32
yšá,1,2
eże,117,1
afa,11,7
zzą,3,1
órą,113,1
lel,27,317
11-,2,1
zła,659,1
eng,4,1
ěžo,1,46
áhv,1,2
ří ,1,291
"yi,2,2
 72,2,1
rďo,1,2
avn,1,150
awm,13,1
dší,1,54
ází,1,158
ć i,202,1
ś ś,44,1
řva,1,11
"šl,1,17
švé,1,10
myv,1,3
řir,1,18
b'a,2,1
ogr,508,47
maš,1,3
ť k,1,6
aśl,15,1
obz,3,10
łut,3,1
ł 2,3,1
sá ,2,4
nwa,6,2
edí,1,94
źga,2,1
ělo,1,107
seg,5,1
lli,11,6
ożn,466,1
”"o,3,1
ěsy,1,5
lké,1,82
peł,594,1
afk,4,2
 fr,632,348
tik,20,104
lot,365,53
owę,101,1
řál,1,42
adv,1,19
žva,1,3
ího,1,150
zzł,12,1
oił,36,1
okn,196,109
 __,2,2
bąs,2,1
ndl,32,10
błu,3,1
ádá,1,128
ě“ ,1,2
kym,1,3
yżw,11,1
bvo,1,3
kvá,1,2
ząb,29,1
odé,1,8
yng,7,1
dž ,1,4
(a),4,1
m ",5,6
viv,1,5
) m,2,1
avž,1,13
š -,1,2
źro,5,1
8 t,2,1
ůjč,1,89
ili,946,569
šiz,1,3
ęśn,11,1
aź ,11,1
 'e,2,1
ačt,1,4
"mó,371,1
łdo,2,1
špa,1,249
sád,1,13
llá,1,2
iwg,2,1
"tý,1,4
t y,3,1
etk,101,88
"mé,1,11
zw ,2,1
l z,67,443
iąb,3,1
sei,3,1
ě k,1,125
„qu,2,1
orb,91,3
ąg ,128,1
ebí,1,31
toe,69,58
" k,1,2
50 ,45,4
9:3,2,1
řty,1,2
ywo,62,1
ují,1,278
ezl,10,78
ěmk,1,2
mią,44,1
nůž,1,54
růž,1,47
eut,10,17
uči,1,580
éče,1,8
ážo,1,8
óra,214,1
ny",4,1
oue,2,1
boť,1,6
wre,41,1
” z,3,1
cid,1,5
azu,143,41
a –,5,1
soc,29,18
jdł,9,1
yć ,2153,1
ýml,1,8
áma,1,60
íš-,1,5
škv,1,2
zyn,1323,1
zpr,35,103
mkę,19,1
eją,101,1
 vj,1,7
ait,12,2
arť,1,2
użb,29,1
fra,608,350
dog,61,2
ęgę,5,1
y i,554,18
yků,1,33
xav,1,2
oha,53,169
sse,4,3
 wc,1028,3
obš,1,2
rk",2,1
ámů,1,2
erw,1130,1
mys,276,1106
d p,390,184
 čl,1,209
ujr,14,1
y ó,3,1
21 ,4,1
guc,3,1
ymę,3,1
ieś,1013,1
)tr,2,1
šou,1,4
čid,1,2
što,1,16
rot,196,381
if ,1,3
"hu,2,1
lya,1,2
rep,51,13
jmá,1,3
 34,2,1
ieć,1286,1
bi",2,1
a h,184,277
bef,2,1
kní,1,58
ict,42,14
deh,1,8
„św,3,1
x w,5,1
ábl,1,10
ÿnÿ,2,1
hům,1,3
4:3,7,3
mbo,22,50
ęb ,2,1
jiv,1,6
zrn,1,4
śmł,2,1
iew,1471,1
"li,43,65
egę,9,1
usn,14,77
iaw,10,1
rko,157,67
mor,221,20
tba,1,47
"fy,1,2
k e,10,8
"ač,1,4
ěle,1,150
ngů,1,2
zać,296,1
reş,2,1
rzk,16,4
ągl,103,1
ýko,1,10
rčk,1,2
"ły,3,1
u ł,10,1
ygn,110,1
 úz,1,14
tbi,2,1
€10,3,1
n)",2,1
pkb,5,1
"wn,4,1
uhá,1,33
"„e,1,2
5 d,5,3
auj,2,19
več,1,259
pyr,1,3
kuf,8,33
psa,163,374
vpr,1,2
dzy,675,1
ářk,1,14
iea,3,1
čům,1,30
ěšn,1,21
p-u,2,1
ržb,1,2
ełu,2,1
 úm,1,44
uní,1,4
rbl,2,1
kam,713,345
wów,23,1
zob,523,4
"ek,10,1
sli,4,118
ě r,1,83
 pè,2,1
zrá,1,14
utk,71,13
utl,6,2
rwe,37,1
ałg,2,1
šál,1,31
fov,1,14
ď h,1,13
mač,1,6
ęźn,17,1
omo,1487,1585
dlí,1,145
ls ,2,17
ą 5,4,1
ěka,1,56
fsz,2,1
zdí,1,130
vkr,1,4
ímo,1,23
 va,4,329
ższ,280,1
ům ,1,167
wee,73,1
th ,38,3
"du,21,3
pló,4,1
jar,29,23
awr,21,1
uok,5,2
spá,1,166
hyň,1,5
dr ,10,1
 ja,2,1
ádi,1,145
ped,26,11
ky«,1,2
nat,345,155
áhy,1,4
ňak,1,2
luk,26,77
70r,2,1
8 n,2,1
ląż,2,1
/zr,3,1
eřs,1,9
diu,79,22
zró,125,1
yzw,112,1
taz,8,32
93 ,3,2
ecÿ,2,1
"sj,1,2
 „w,14,1
mi ,3602,2626
 pr,2,1
ł l,88,1
„hr,2,1
aňt,1,26
iri,20,15
: m,9,2
tyw,164,1
doa,1,2
ytě,1,11
sa”,2,1
ułę,3,1
ygr,251,7
něj,1,516
éna,1,21
ušp,1,5
ykł,183,1
 86,2,1
yōg,2,1
jör,2,3
řil,1,239
r ř,1,5
ieh,1,2
sud,3,91
trę,60,1
w ś,116,1
am;,2,1
 mu,2101,1174
 zb,716,152
” o,2,1
ř u,1,2
ncy,63,8
zbu,100,44
"ra,39,36
ián,1,29
”"t,5,1
pér,2,2
f b,3,4
dív,1,446
e „,7,1
měd,1,5
ň l,1,2
é l,1,57
oul,2,21
e-f,2,2
c'u,2,1
liš,1,250
ańm,5,1
az”,2,1
ozk,41,28
l a,15,161
yzł,32,1
łnę,7,1
whe,2,2
ení,1,1764
ilé,1,25
ęło,211,1
ż 4,3,1
rif,1,7
ařv,1,7
rsí,1,2
ę w,6,1
kiń,3,1
oc ,74,458
nęk,4,1
rżn,7,1
ášn,1,7
uł ,100,1
rąk,14,1
ačc,1,4
uší,1,56
” i,6,1
ą 3,3,1
ygi,33,3
ô s,2,1
byw,142,1
0 s,23,3
llo,25,5
ior,273,11
mon,158,30
káv,1,189
uku,54,63
ceř,1,10
g m,42,2
anh,4,1
erh,1,2
awn,391,1
 me,406,212
i-d,2,2
é n,1,199
bna,41,4
ząd,333,1
hri,8,2
 sť,1,2
ke-,2,2
ěťt,1,2
mek,166,20
nil,84,353
anž,1,109
prý,1,23
ets,1,2
oď ,1,41
 gp,1,2
zvo,1,75
ozř,1,28
ěju,1,4
jmo,63,31
oet,40,1
iab,43,4
0 w,3,1
féř,1,2
hen,22,6
bid,3,3
vné,1,53
ywn,188,1
"gw,3,1
żek,162,1
ley,3,2
ź z,74,1
€ d,2,1
vě ,1,331
8 b,1,2
ucn,3,49
iki,347,6
 śc,159,1
zz ,3,1
och,2302,511
yfy,3,1
ył",2,1
azl,1,7
deš,1,579
šun,1,2
may,17,1
k-s,2,1
áñe,2,1
tho,12,6
ebř,1,9
"zl,2,20
eną,4,1
rru,2,1
"zg,53,1
vrz,1,9
łdz,4,1
glł,2,1
jęc,477,1
et”,2,1
b ś,4,1
rro,19,1
ešů,1,3
ekw,21,1
ěc ,1,31
yzi,26,12
lim,92,25
ohy,9,61
ykn,31,21
ig ,8,2
jfi,2,1
aon,3,2
akb,122,1
ię ,27,1
tšu,1,2
vož,1,2
czę,1640,1
 ką,80,1
ogi,369,36
óts,5,2
„pů,1,2
iod,50,1
quo,3,1
tsk,2,48
yks,23,1
bą ,356,1
/wi,2,1
źń",2,1
hrk,1,2
íje,1,54
atá,1,40
při,1,1472
ać ,4507,1
 sk,1323,500
"mr,6,15
bli,566,102
fok,2,1
b o,26,3
iu),2,1
alr,2,1
důl,1,109
dca,7,3
bvz,1,2
ěkt,1,106
dum,119,4
lty,4,1
ib ,1,12
ą ć,3,1
ssą,2,1
k ř,1,14
ły ,1431,1
ędł,6,1
áka,1,70
0 -,3,1
ęcę,2,1
dzł,2,1
alí,1,51
ąc ,425,1
ytn,46,22
ubó,10,1
ětv,1,5
jwe,2,1
ěňa,1,2
v k,1,227
ufř,1,3
:40,3,1
ávo,1,46
lbn,1,2
tág,1,2
avě,1,62
"re,14,2
yčn,1,5
z š,1,3
edh,1,2
iów,85,1
uxe,1,2
ej-,2,1
aug,3,1
isn,51,9
jśc,200,1
ępa,4,1
sié,2,1
giw,20,1
ntě,1,9
peč,1,185
/st,2,1
ązu,28,1
"hř,1,3
 zę,79,1
mír,1,113
uśn,6,1
ra;,2,3
líf,1,2
ld',2,2
wst,528,1
zaw,1133,4
lme,23,8
jlu,1,2
amč,1,9
í n,1,763
utá,1,27
aci,1313,133
cun,31,1
ęde,20,1
956,3,2
 dě,1,1227
xpo,1,3
r v,1,32
nży,21,1
ěvn,1,5
 fu,117,58
 yu,10,5
dzu,3,1
j” ,2,1
rů“,1,2
ačá,1,20
pnę,6,1
boď,1,3
ýmá,1,2
óżu,17,1
gét,1,2
n m,584,150
zę”,2,1
evl,1,28
ymo,17,3
zkó,57,1
gun,12,1
a 1,75,7
ce-,2,1
'vi,2,1
yde,90,1
szu,549,1
 wo,1207,8
yp ,14,1
vky,1,79
ažu,1,32
ąso,2,1
eld,10,3
rgo,7,2
odč,1,5
uřk,1,11
iím,1,2
pną,40,1
ewł,10,1
ěta,1,63
dlo,29,565
żby,17,1
u e,19,18
goł,32,1
lęt,6,1
bvy,1,89
ih’,1,2
dę ,1294,1
ś f,15,1
nck,32,2
ćuc,2,1
o y,2,1
 łą,35,1
jze,3,1
smě,1,96
svr,1,3
zvé,1,4
d ł,20,1
 tł,129,1
tum,8,7
dwi,436,5
„pi,3,1
"kl,16,15
drž,1,195
tl”,1,2
tbo,8,3
š l,1,31
žur,1,6
oce,242,207
uce,55,100
c ž,1,11
"il,93,1
ifi,20,11
 tr,2303,560
čle,1,28
zaž,1,16
stu,874,569
„jd,1,3
łzł,4,1
eor,79,20
ucą,2,1
żże,2,1
ęź ,5,1
jgo,38,1
obż,4,1
okę,6,1
ětm,1,21
ibk,1,2
as",2,1
kál,1,8
all,87,17
zíh,1,9
ská,2,98
we",2,1
lzu,1,2
 sl,5,807
 a+,3,1
een,9,4
epr,532,152
ędz,2411,1
éme,1,10
"có,13,1
gnu,11,2
pp ,2,1
iad,1363,1
hl ,1,448
§5 ,1,2
s ż,16,1
sfi,2,2
reć,3,1
‎ko,1,2
ikó,114,1
"dí,1,51
 rp,2,1
lsz,44,1
tiê,2,1
(a ,2,1
ika,420,135
mýt,1,24
iłm,2,1
rży,40,1
hád,1,76
-la,3,1
 uz,113,50
člá,1,14
nux,5,5
519,1,2
 si,2,1
yvě,1,3
"co,363,264
aq),2,1
"ev,1,3
"uh,1,7
uzr,1,2
cyg,6,1
ry',4,1
vám,1,563
ebę,9,1
„an,2,6
ou ,5,2905
lou,5,887
odě,1,145
tlé,1,2
yňs,1,2
azp,1,25
ż o,131,1
róg,19,1
d a,23,34
apń,2,1
nai,24,12
érż,2,1
tíž,1,63
akł,78,1
eża,84,1
oge,16,1
ň s,1,39
dtą,2,1
lms,2,1
ožu,1,6
gos,88,2
žis,1,2
ělt,1,3
f(x,2,1
o r,1322,280
dým,1,20
ntu,103,28
 tů,1,4
 aż,170,1
adí,1,85
 ła,595,1
ekl,53,1257
t"",6,5
vic,3,23
d 4,4,2
""č,2,21
asů,1,4
mbů,1,3
ądę,2,1
usk,519,112
bue,3,2
ěži,1,28
ř h,1,5
ośb,23,1
ape,160,155
"sá,1,7
m 5,3,1
fáš,1,2
ajp,130,1
arą,28,1
eot,6,15
llu,9,3
nwi,3,1
ůlo,1,2
's ,6,2
ców,268,1
jra,1,12
lúz,1,3
eow,2,2
 wł,853,1
e'o,2,1
blk,1,87
těs,1,111
wcę,12,1
jď ,1,32
onr,3,3
aro,351,336
měš,1,9
a"",19,13
 ln,2,1
ndý,1,31
pob,249,53
oję,178,1
; l,3,1
iam,527,7
(z ,2,1
ngo,32,24
ařo,1,4
syp,65,3
umm,2,1
ndv,1,16
dko,212,16
těr,1,5
(x),2,1
ś b,246,1
dmy,7,1
pą ,7,1
m ř,1,439
zbł,7,1
pój,406,1
żut,9,1
tmo,26,8
otw,453,1
 ló,16,1
łęs,5,1
ňů ,1,2
zha,2,27
ág",2,1
w y,2,18
483,2,1
ась,1,2
etá,1,14
oms,1,7
mus,2115,1254
lku,72,100
áto,1,32
těh,1,63
zeš,1,20
cae,2,4
r h,5,10
ybó,25,1
deo,23,18
st ,10901,643
wkę,137,1
mlo,1,53
gst,3,1
roa,4,2
m j,2176,1629
źcó,10,1
wkó,7,1
heň,1,23
edu,40,139
iků,1,8
íčc,1,3
hař,1,22
a j,2625,1510
nts,2,7
h d,239,71
wyb,530,1
uri,27,20
5 g,2,1
azd,326,6
loc,20,8
gát,1,3
3:3,1,2
ężc,274,1
apk,86,6
żi ,3,1
"fí,1,2
rśc,19,1
j n,1027,138
woj,2349,1
iej,3908,1
gną,164,1
'a',2,1
k r,121,57
óbe,5,2
kną,236,1
fon,298,124
sly,2,279
 rc,2,1
itk,14,19
0:0,6,2
izi,2,120
n-d,3,1
„so,2,2
špe,1,20
rał,496,1
ei ,16,1
gru,177,6
č k,1,9
ěrá,1,2
rką,103,1
ż l,34,1
be ,15,217
(ja,2,3
zyč,1,4
r” ,2,1
škl,1,32
 uš,1,41
a) ,4,4
 ju,1586,12
ęc ,253,1
í a,1,193
y 9,2,1
ňme,1,5
dźw,79,1
wes,186,2
esd,1,4
iu-,2,1
ová,1,453
kyo,30,3
é t,1,147
lže,1,39
átá,1,3
bov,1,135
scé,1,11
ďat,1,9
oln,663,109
nąb,2,1
h -,4,1
jma,11,4
átu,1,15
/mu,3,1
928,2,1
jai,2,1
0% ,9,1
efo,313,120
988,4,2
o ź,22,1
ráv,1,663
erp,230,21
ęwz,7,1
"mą,15,1
ž 2,1,2
ívě,1,2
itr,9,14
zes,1430,26
ą —,2,1
kát,1,37
m: ,6,2
ążo,11,1
zaj,1258,269
edś,2,1
líc,1,17
inę,328,1
sťa,1,8
óki,82,1
yżs,122,1
zyk,1188,221
śny,30,1
b n,52,11
iná,1,147
ůmě,1,12
jok,13,4
ima,109,93
18-,2,1
​​m,2,1
ra ,1045,571
kin,159,40
aźd,51,1
) r,3,2
ehl,1,81
yid,1,2
nió,154,1
ja ,1825,8
žiš,1,3
sál,1,5
839,2,1
ska,689,259
"ał,4,1
s-y,3,1
cze,5586,1
slí,1,805
ózn,1,23
ítě,1,199
dab,4,3
r t,98,18
fam,30,1
 ua,3,1
”ni,3,1
uat,2,3
uťt,1,2
jdř,1,24
0 k,29,6
mhe,2,1
rfl,1,2
ojó,14,1
yní,1,41
ttl,2,1
rzs,2,1
"vs,1,17
šu ,1,22
zwł,24,1
axo,1,3
čil,1,450
hug,2,1
